SWEDISH HOUSE MAFIA,21,2,ONE,2,2011
DAFT PUNK,22,3,HARDER BETTER FASTER STRONGER,2,2011
CHASE,23,3,LET YOU GO,2,2011
REDNEX,24,24,COTTON EYE JOE,2,2011
DAVID GUETTA,25,2,MEMORIES,2,2011
MAGNETIC MAN,26,26,GETTING NOWHERE,2,2011
NERO,27,16,INNOCENCE/ELECTRON,2,2011
MAGNETIC MAN,28,3,I NEED AIR,2,2011
ALEX GAUDINO,29,2,I'M IN LOVE,2,2011
DANNY BYRD,30,30,TONIGHT,2,2011
EDWARD MAYA,31,1,STEREO LOVE,2,2011
TIESTO,32,32,C'MON,2,2011
DAVID GUETTA,33,2,SEXY CHICK,2,2011
STROMAE,34,5,ALORS ON DANSE,2,2011
PRODIGY,35,5,INVADERS MUST DIE,2,2011
SHY FX,36,17,RAVER,2,2011
DEAD OR ALIVE,37,37,YOU SPIN ME ROUND,2,2011
CHASE,38,1,PIECES,2,2011
DIZZEE RASCAL,39,1,BONKERS,2,2011
CINEMATIC ORCHESTRA,40,26,TO BUILD A HOME,2,2011
DAVID GUETTA,1,1,WHO'S THAT CHICK,3,2011
MARTIN SOLVEIG,2,2,HELLO,3,2011
CHASE,3,1,BLIND FAITH,3,2011
TIESTO,4,4,CMON,3,2011
BLACK EYED PEAS,5,1,THE TIME,3,2011
CASSIUS,6,6,I HEART U SO,3,2011
MAGNETIC MAN,7,7,GETTING NOWHERE,3,2011
NERO,8,3,ME AND YOU,3,2011
SWEDISH HOUSE MAFIA,9,1,MIAMI 2 IBIZA,3,2011
TINCHY STRYDER,10,3,LET IT RAIN,3,2011
CHASE,11,2,END CREDITS,3,2011
KATY B,12,1,KATY ON A MISSION,3,2011
MODESTEP,13,6,FEEL GOOD,3,2011
FLO RIDA,14,1,CLUB CAN'T HANDLE ME,3,2011
DUCK SAUCE,15,1,BARBRA STREISAND,3,2011
YOLANDA BE COOL,16,1,WE NO SPEAK AMERICANO,3,2011
SWEDISH HOUSE MAFIA,17,2,ONE,3,2011
DJ FRESH,18,6,GOLD DUST,3,2011
EXAMPLE,19,1,KICKSTARTS,3,2011
AFROJACK,20,3,TAKE OVER CONTROL,3,2011
CHASE,21,3,LET YOU GO,3,2011
TIM BERG,22,3,SEEK BROMANCE,3,2011
ERIC PRYDZ,23,7,NITON,3,2011
TINCHY STRYDER,24,2,GAME OVER,3,2011
DAY V LATELY,25,23,PULSE & THUNDER,3,2011
CHASE,26,7,HYPEST HYPE,3,2011
DAVID GUETTA,27,2,SEXY CHICK,3,2011
VAN BUUREN,28,27,NOT GIVING UP ON LOVE,3,2011
BLACK EYED PEAS,29,29,JUST CAN'T GET ENOUGH,3,2011
MAGNETIC MAN,30,3,I NEED AIR,3,2011
DAVID GUETTA,31,1,WHEN LOVE TAKES OVER,3,2011
MASSIVE ATTACK,32,3,TEARDROP,3,2011
EDWARD MAYA,33,1,STEREO LOVE,3,2011
DIZZEE RASCAL,34,1,BONKERS,3,2011
DAVID GUETTA,35,1,GETTIN' OVER YOU,3,2011
DAVID GUETTA,36,2,MEMORIES,3,2011
STROMAE,37,5,ALORS ON DANSE,3,2011
DANNY BYRD,38,11,TONIGHT,3,2011
FAITHLESS,39,1,INSOMNIA,3,2011
ROBYN,40,3,DANCING ON MY OWN,3,2011
BLACK EYED PEAS,1,1,JUST CAN'T GET ENOUGH,4,2011
SNOOP DOGG,2,2,SWEAT,4,2011
TIESTO,3,1,C'MON,4,2011
LMFAO,4,4,PARTY ROCK ANTHEM,4,2011
DAVID GUETTA,5,1,WHO'S THAT CHICK,4,2011
MARTIN SOLVEIG,6,2,HELLO,4,2011
CHASE,7,1,BLIND FAITH,4,2011
FLUX PAVILION,8,8,BASS CANNON,4,2011
CHUCKIE,9,1,LET THE BASS KICK IN MIAMI GIRL,4,2011
BLACK EYED PEAS,10,1,THE TIME,4,2011
ABOVE,11,11,SUN & MOON,4,2011
CHASE,12,2,END CREDITS,4,2011
SANCHEZ,13,13,2GETHER,4,2011
SWEDISH HOUSE MAFIA,14,2,ONE,4,2011
NERO,15,3,ME AND YOU,4,2011
KATY B,16,1,KATY ON A MISSION,4,2011
SWEDISH HOUSE MAFIA,17,1,MIAMI 2 IBIZA,4,2011
DJ FRESH,18,6,GOLD DUST,4,2011
CHASE,19,3,LET YOU GO,4,2011
FLO RIDA,20,1,CLUB CAN'T HANDLE ME,4,2011
DUCK SAUCE,21,1,BARBRA STREISAND,4,2011
YOLANDA BE COOL,22,1,WE NO SPEAK AMERICANO,4,2011
CHRIS BROWN,23,23,BEAUTIFUL PEOPLE,4,2011
EXAMPLE,24,1,KICKSTARTS,4,2011
EDWARD MAYA,25,1,STEREO LOVE,4,2011
TINCHY STRYDER,26,3,LET IT RAIN,4,2011
CHASE,27,7,HYPEST HYPE,4,2011
TIM BERG,28,3,SEEK BROMANCE,4,2011
BREAKAGE,29,4,FIGHTING FIRE,4,2011
AFROJACK,30,3,TAKE OVER CONTROL,4,2011
DAVID GUETTA,31,2,SEXY CHICK,4,2011
CASSIUS,32,6,I HEART U SO,4,2011
MAGNETIC MAN,33,3,I NEED AIR,4,2011
TINCHY STRYDER,34,2,GAME OVER,4,2011
DISTANCE,35,35,FALLING,4,2011
HUMAN LEAGUE,36,11,DON'T YOU WANT ME,4,2011
FAITHLESS,37,1,INSOMNIA,4,2011
TIESTO,38,2,ADAGIO FOR STRINGS,4,2011
N-TRANCE,39,4,SET YOU FREE,4,2011
PRODIGY,40,26,STAND UP,4,2011
LMFAO,1,1,PARTY ROCK ANTHEM,5,2011
CHRIS BROWN,2,2,BEAUTIFUL PEOPLE,5,2011
SNOOP DOGG,3,2,SWEAT,5,2011
BLACK EYED PEAS,4,1,JUST CAN'T GET ENOUGH,5,2011
MARTIN SOLVEIG,5,2,HELLO,5,2011
WYNTER GORDON,6,6,DIRTY TALK,5,2011
DAVID GUETTA,7,1,WHO'S THAT CHICK,5,2011
CHASE,8,8,TIME,5,2011
KATY B,9,3,BROKEN RECORD,5,2011
TIESTO,10,1,CMON,5,2011
FLUX PAVILION,11,8,BASS CANNON,5,2011
BLACK EYED PEAS,12,1,THE TIME,5,2011
CHASE,13,1,BLIND FAITH,5,2011
ALEXANDRA STAN,14,14,MR SAXOBEAT,5,2011
MAJOR LAZER,15,15,PON DE FLOOR,5,2011
NERO,16,3,ME AND YOU,5,2011
TIESTO,17,2,ADAGIO FOR STRINGS,5,2011
SWEDISH HOUSE MAFIA,18,1,MIAMI 2 IBIZA,5,2011
SWEDISH HOUSE MAFIA,19,2,ONE,5,2011
TODDLA T,20,20,TAKE IT BACK,5,2011
DJ FRESH,21,6,GOLD DUST,5,2011
KATY B,22,1,KATY ON A MISSION,5,2011
MILK,23,13,HEY,5,2011
CHASE,24,2,END CREDITS,5,2011
JUSTICE,25,9,CIVILIZATION,5,2011
EXAMPLE,26,1,KICKSTARTS,5,2011
YOLANDA BE COOL,27,1,WE NO SPEAK AMERICANO,5,2011
CHUCKIE,28,1,LET THE BASS KICK IN MIAMI GIRL,5,2011
HERVE,29,19,TOGETHER,5,2011
DUCK SAUCE,30,1,BARBRA STREISAND,5,2011
DAVID GUETTA,31,1,WHEN LOVE TAKES OVER,5,2011
NERO,32,16,INNOCENCE/ELECTRON,5,2011
EDWARD MAYA,33,1,STEREO LOVE,5,2011
AUDIO BULLYS,34,6,ONLY MAN,5,2011
FLO RIDA,35,1,CLUB CAN'T HANDLE ME,5,2011
DAVID GUETTA,36,2,SEXY CHICK,5,2011
CHASE,37,3,LET YOU GO,5,2011
N-TRANCE,38,4,SET YOU FREE,5,2011
ROB DOUGAN,39,2,CLUBBED TO DEATH,5,2011
DAVID GUETTA,40,2,MEMORIES,5,2011
LMFAO,1,1,PARTY ROCK ANTHEM,6,2011
ALEXANDRA STAN,2,2,MR SAXOBEAT,6,2011
CHRIS BROWN,3,2,BEAUTIFUL PEOPLE,6,2011
SNOOP DOGG,4,2,SWEAT,6,2011
SWEDISH HOUSE MAFIA,5,5,SAVE THE WORLD,6,2011
DAVID GUETTA,6,2,WHERE THEM GIRLS AT,6,2011
INNA,7,5,SUN IS UP,6,2011
WYNTER GORDON,8,6,DIRTY TALK,6,2011
CHASE,9,6,TIME,6,2011
BLACK EYED PEAS,10,1,JUST CAN'T GET ENOUGH,6,2011
MARTIN SOLVEIG,11,2,HELLO,6,2011
BLACK EYED PEAS,12,12,DON'T STOP THE PARTY,6,2011
DAVID GUETTA,13,1,WHO'S THAT CHICK,6,2011
TODDLA T,14,13,TAKE IT BACK,6,2011
SWEDISH HOUSE MAFIA,15,2,ONE,6,2011
SWEDISH HOUSE MAFIA,16,1,MIAMI 2 IBIZA,6,2011
KATY B,17,16,EASY PLEASE ME,6,2011
CHASE,18,1,BLIND FAITH,6,2011
CHASE,19,3,LET YOU GO,6,2011
DUCK SAUCE,20,1,BARBRA STREISAND,6,2011
TIESTO,21,1,CMON,6,2011
CHASE,22,2,END CREDITS,6,2011
BLACK EYED PEAS,23,1,THE TIME,6,2011
MAGNETIC MAN,24,3,I NEED AIR,6,2011
NERO,25,3,ME AND YOU,6,2011
DJ FRESH,26,6,GOLD DUST,6,2011
KATY B,27,3,BROKEN RECORD,6,2011
MIKE POSNER,28,28,BOW CHICKA WOW WOW,6,2011
JAI PAUL,29,26,BTSTU,6,2011
YOLANDA BE COOL,30,1,WE NO SPEAK AMERICANO,6,2011
EXAMPLE,31,1,KICKSTARTS,6,2011
KATY B,32,1,KATY ON A MISSION,6,2011
MR SAXOBEAT,33,33,MR SAXOBEAT,6,2011
DAVID GUETTA,34,2,SEXY CHICK,6,2011
DAVID GUETTA,35,1,WHEN LOVE TAKES OVER,6,2011
MAJOR LAZER,36,15,PON DE FLOOR,6,2011
FLUX PAVILION,37,8,BASS CANNON,6,2011
RUSKO,38,18,EVERYDAY,6,2011
FLO RIDA,39,1,CLUB CAN'T HANDLE ME,6,2011
DAFT PUNK,40,3,HARDER BETTER FASTER STRONGER,6,2011
EXAMPLE,1,1,CHANGED THE WAY YOU KISS ME,7,2011
CALVIN HARRIS,2,2,BOUNCE,7,2011
ALEXANDRA STAN,3,1,MR SAXOBEAT,7,2011
LMFAO,4,1,PARTY ROCK ANTHEM,7,2011
CHRIS BROWN,5,2,BEAUTIFUL PEOPLE,7,2011
BLACK EYED PEAS,6,6,DON'T STOP THE PARTY,7,2011
SNOOP DOGG,7,2,SWEAT,7,2011
DAVID GUETTA,8,2,WHERE THEM GIRLS AT,7,2011
SWEDISH HOUSE MAFIA,9,5,SAVE THE WORLD,7,2011
WYNTER GORDON,10,6,DIRTY TALK,7,2011
INNA,11,5,SUN IS UP,7,2011
KATY B,12,10,EASY PLEASE ME,7,2011
LMFAO,13,13,CHAMPAGNE SHOWERS,7,2011
ALEX GAUDINO,14,3,WHAT A FEELING,7,2011
CASCADA,15,15,SAN FRANCISCO,7,2011
MARTIN SOLVEIG,16,2,HELLO,7,2011
CHASE,17,1,BLIND FAITH,7,2011
CHASE,18,6,TIME,7,2011
DAVID GUETTA,19,1,WHO'S THAT CHICK,7,2011
BLACK EYED PEAS,20,1,JUST CAN'T GET ENOUGH,7,2011
CHASE,21,21,HITZ,7,2011
DJ FRESH,22,6,GOLD DUST,7,2011
EXAMPLE,23,1,KICKSTARTS,7,2011
SWEDISH HOUSE MAFIA,24,1,MIAMI 2 IBIZA,7,2011
SWEDISH HOUSE MAFIA,25,2,ONE,7,2011
BOX BOTTOM,26,26,BOUNCE N BOOM,7,2011
TRUE TIGER,27,15,IN THE AIR,7,2011
BLACK EYED PEAS,28,1,THE TIME,7,2011
CHASE,29,2,END CREDITS,7,2011
CHASE,30,3,LET YOU GO,7,2011
TIESTO,31,1,CMON,7,2011
NERO,32,3,ME AND YOU,7,2011
MR SAXOBEAT,33,31,MR SAXOBEAT,7,2011
KATY B,34,1,KATY ON A MISSION,7,2011
SBTRKT,35,35,WILDFIRE,7,2011
YOLANDA BE COOL,36,1,WE NO SPEAK AMERICANO,7,2011
STEVE ANGELLO,37,1,SHOW ME LOVE,7,2011
KATY B,38,3,BROKEN RECORD,7,2011
DUCK SAUCE,39,1,BARBRA STREISAND,7,2011
CASCADA,40,14,EVERYTIME WE TOUCH,7,2011
DJ FRESH,1,1,LOUDER,8,2011
CALVIN HARRIS,2,2,BOUNCE,8,2011
DAVID GUETTA,3,3,LITTLE BAD GIRL,8,2011
ALEXANDRA STAN,4,1,MR SAXOBEAT,8,2011
EXAMPLE,5,1,CHANGED THE WAY YOU KISS ME,8,2011
DAVID GUETTA,6,2,WHERE THEM GIRLS AT,8,2011
LMFAO,7,1,PARTY ROCK ANTHEM,8,2011
CHRIS BROWN,8,2,BEAUTIFUL PEOPLE,8,2011
SNOOP DOGG,9,2,SWEAT,8,2011
LMFAO,10,9,CHAMPAGNE SHOWERS,8,2011
CHASE,11,11,HITZ,8,2011
MAGNETIC MAN,12,12,ANTHEMIC,8,2011
BENNY BENASSI,13,13,CINEMA,8,2011
WYNTER GORDON,14,6,DIRTY TALK,8,2011
SWEDISH HOUSE MAFIA,15,5,SAVE THE WORLD,8,2011
BLACK EYED PEAS,16,6,DON'T STOP THE PARTY,8,2011
INNA,17,5,SUN IS UP,8,2011
CHASE,18,1,BLIND FAITH,8,2011
KATY B,19,10,EASY PLEASE ME,8,2011
EXAMPLE,20,1,KICKSTARTS,8,2011
BLACK EYED PEAS,21,1,JUST CAN'T GET ENOUGH,8,2011
DJ FRESH,22,6,GOLD DUST,8,2011
CHASE,23,6,TIME,8,2011
ALEX GAUDINO,24,3,WHAT A FEELING,8,2011
LAIDBACK LUKE,25,16,TURBULENCE,8,2011
SWEDISH HOUSE MAFIA,26,1,MIAMI 2 IBIZA,8,2011
MARTIN SOLVEIG,27,2,HELLO,8,2011
DAVID GUETTA,28,1,WHO'S THAT CHICK,8,2011
LMFAO,29,16,SEXY AND I KNOW IT,8,2011
TIESTO,30,1,CMON,8,2011
2 BEARS,31,31,BEAR HUG,8,2011
CHASE,32,2,END CREDITS,8,2011
SWEDISH HOUSE MAFIA,33,2,ONE,8,2011
BOX BOTTOM,34,20,BOUNCE 'N' BOOM,8,2011
YOLANDA BE COOL,35,1,WE NO SPEAK AMERICANO,8,2011
CHASE,36,3,LET YOU GO,8,2011
BLACK EYED PEAS,37,1,THE TIME,8,2011
NERO,38,3,ME AND YOU,8,2011
MR SAXOBEAT,39,31,MR SAXOBEAT,8,2011
KATY B,40,3,BROKEN RECORD,8,2011
CALVIN HARRIS,1,1,FEEL SO CLOSE,9,2011
EMELI SANDE,2,1,HEAVEN,9,2011
DAVID GUETTA,3,2,LITTLE BAD GIRL,9,2011
NERO,4,1,PROMISES,9,2011
DJ FRESH,5,1,LOUDER,9,2011
EXAMPLE,6,1,CHANGED THE WAY YOU KISS ME,9,2011
MODESTEP,7,5,SUNLIGHT,9,2011
CALVIN HARRIS,8,2,BOUNCE,9,2011
DAVID GUETTA,9,9,NIGHT OF YOUR LIFE,9,2011
DAVID GUETTA,10,2,WHERE THEM GIRLS AT,9,2011
ALEXANDRA STAN,11,1,MR SAXOBEAT,9,2011
CHRIS BROWN,12,2,BEAUTIFUL PEOPLE,9,2011
LMFAO,13,1,PARTY ROCK ANTHEM,9,2011
BENNY BENASSI,14,6,CINEMA,9,2011
DAVID GUETTA,15,4,TITANIUM,9,2011
SNOOP DOGG,16,2,SWEAT,9,2011
WYNTER GORDON,17,6,DIRTY TALK,9,2011
BLACK EYED PEAS,18,6,DON'T STOP THE PARTY,9,2011
CHASE,19,1,BLIND FAITH,9,2011
YOLANDA BE COOL,20,1,WE NO SPEAK AMERICANO,9,2011
LMFAO,21,9,CHAMPAGNE SHOWERS,9,2011
NERO,22,3,ME AND YOU,9,2011
DAVID GUETTA,23,1,WHEN LOVE TAKES OVER,9,2011
CHASE,24,11,HITZ,9,2011
SWEDISH HOUSE MAFIA,25,5,SAVE THE WORLD,9,2011
EXAMPLE,26,1,KICKSTARTS,9,2011
SWEDISH HOUSE MAFIA,27,1,MIAMI 2 IBIZA,9,2011
CHASE,28,6,TIME,9,2011
DAVID GUETTA,29,22,LUNAR,9,2011
DAVID GUETTA,30,1,WHO'S THAT CHICK,9,2011
SKRILLEX,31,31,RUFFNECK,9,2011
ALEX GAUDINO,32,3,WHAT A FEELING,9,2011
CHASE,33,2,END CREDITS,9,2011
INNA,34,5,SUN IS UP,9,2011
MARTIN SOLVEIG,35,2,HELLO,9,2011
DJ FRESH,36,6,GOLD DUST,9,2011
MAGNETIC MAN,37,3,I NEED AIR,9,2011
TIESTO,38,1,C'MON,9,2011
NENEH CHERRY,39,29,BUFFALO STANCE,9,2011
KATY B,40,10,EASY PLEASE ME,9,2011
CALVIN HARRIS,1,1,FEEL SO CLOSE,10,2011
EXAMPLE,2,1,STAY AWAKE,10,2011
DAVID GUETTA,3,3,WITHOUT YOU,10,2011
EMELI SANDE,4,1,HEAVEN,10,2011
DAVID GUETTA,5,2,LITTLE BAD GIRL,10,2011
EXAMPLE,6,1,CHANGED THE WAY YOU KISS ME,10,2011
BINGO PLAYERS,7,7,CRY,10,2011
DJ FRESH,8,1,LOUDER,10,2011
JOE GODDARD,9,9,GABRIEL,10,2011
DAVID GUETTA,10,2,WHERE THEM GIRLS AT,10,2011
LMFAO,11,1,PARTY ROCK ANTHEM,10,2011
CALVIN HARRIS,12,2,BOUNCE,10,2011
ALEXANDRA STAN,13,1,MR SAXOBEAT,10,2011
DAVID GUETTA,14,4,TURN ME ON,10,2011
NERO,15,1,PROMISES,10,2011
CHRIS BROWN,16,2,BEAUTIFUL PEOPLE,10,2011
BENNY BENASSI,17,6,CINEMA,10,2011
BOX BOTTOM,18,9,BOUNCE 'N' BOOM,10,2011
SNOOP DOGG,19,2,SWEAT,10,2011
NERO,20,20,CRUSH ON YOU,10,2011
MODESTEP,21,5,SUNLIGHT,10,2011
LMFAO,22,22,ONE DAY,10,2011
EXAMPLE,23,23,NATURAL DISASTER,10,2011
WYNTER GORDON,24,6,DIRTY TALK,10,2011
NEW ORDER,25,2,BLUE MONDAY,10,2011
CHASE,26,1,BLIND FAITH,10,2011
YOLANDA BE COOL,27,1,WE NO SPEAK AMERICANO,10,2011
LMFAO,28,16,SEXY AND I KNOW IT,10,2011
SWEDISH HOUSE MAFIA,29,1,MIAMI 2 IBIZA,10,2011
SKRILLEX,30,20,RUFFNECK,10,2011
SENSATO,31,31,CRAZY PEOPLE,10,2011
EXAMPLE,32,1,KICKSTARTS,10,2011
SONNY J,33,17,CAN'T STOP MOVING,10,2011
MARTIN SOLVEIG,34,2,HELLO,10,2011
CHASE,35,6,TIME,10,2011
BLACK EYED PEAS,36,6,DON'T STOP THE PARTY,10,2011
DAVID GUETTA,37,1,WHO'S THAT CHICK,10,2011
DAVID GUETTA,38,4,TITANIUM,10,2011
SWEDISH HOUSE MAFIA,39,5,SAVE THE WORLD,10,2011
LMFAO,40,9,CHAMPAGNE SHOWERS,10,2011
RIHANNA,1,1,WE FOUND LOVE,11,2011
LMFAO,2,2,SEXY AND I KNOW IT,11,2011
DAVID GUETTA,3,3,WITHOUT YOU,11,2011
COBRA STARSHIP,4,4,YOU MAKE ME FEEL,11,2011
SAK NOEL,5,1,LOCA PEOPLE,11,2011
CALVIN HARRIS,6,1,FEEL SO CLOSE,11,2011
NERO,7,6,CRUSH ON YOU,11,2011
EXAMPLE,8,7,NATURAL DISASTER,11,2011
DAVID GUETTA,9,2,LITTLE BAD GIRL,11,2011
EMELI SANDE,10,1,HEAVEN,11,2011
SNEAKBO,11,11,THE WAVE,11,2011
MARTIN SOLVEIG,12,2,HELLO,11,2011
LMFAO,13,1,PARTY ROCK ANTHEM,11,2011
EXAMPLE,14,1,CHANGED THE WAY YOU KISS ME,11,2011
CALVIN HARRIS,15,2,BOUNCE,11,2011
CHRIS BROWN,16,2,BEAUTIFUL PEOPLE,11,2011
EXAMPLE,17,1,STAY AWAKE,11,2011
SNOOP DOGG,18,2,SWEAT,11,2011
CHASE,19,1,BLIND FAITH,11,2011
DAVID GUETTA,20,2,WHERE THEM GIRLS AT,11,2011
DJ FRESH,21,1,LOUDER,11,2011
ALEXANDRA STAN,22,1,MR SAXOBEAT,11,2011
BENNY BENASSI,23,6,CINEMA,11,2011
NERO,24,1,PROMISES,11,2011
WOLFGANG GARTNER,25,9,FOREVER,11,2011
DUCK SAUCE,26,26,BIG BAD WOLF,11,2011
NEW ORDER,27,2,BLUE MONDAY,11,2011
EXAMPLE,28,28,PLAYING IN THE SHADOWS,11,2011
TOTALLY ENORMOUS EXTINCT,29,23,GARDEN,11,2011
N-TRANCE,30,4,SET YOU FREE,11,2011
WYNTER GORDON,31,6,DIRTY TALK,11,2011
SWEDISH HOUSE MAFIA,32,1,MIAMI 2 IBIZA,11,2011
EXAMPLE,33,1,KICKSTARTS,11,2011
FRANKIE VALLI,34,1,BEGGIN',11,2011
DAVID GUETTA,35,1,WHO'S THAT CHICK,11,2011
DUCK SAUCE,36,1,BARBRA STREISAND,11,2011
MODESTEP,37,5,SUNLIGHT,11,2011
SKRILLEX,38,33,SCARY MONSTERS AND NICE SPRITES,11,2011
YOLANDA BE COOL,39,1,WE NO SPEAK AMERICANO,11,2011
DJ FRESH,40,6,GOLD DUST,11,2011
RIHANNA,1,1,WE FOUND LOVE,12,2011
AVICII,2,2,LEVELS,12,2011
KELLY ROWLAND,3,3,DOWN FOR WHATEVER,12,2011
DAVID GUETTA,4,2,WITHOUT YOU,12,2011
LMFAO,5,2,SEXY AND I KNOW IT,12,2011
LUCENZO,6,4,DANZA KUDURO,12,2011
EXAMPLE,7,6,MIDNIGHT RUN,12,2011
RIHANNA,8,8,WHERE HAVE YOU BEEN,12,2011
SAK NOEL,9,1,LOCA PEOPLE,12,2011
MASSIVE ATTACK,10,3,TEARDROP,12,2011
AFROJACK,11,5,NO BEEF,12,2011
CALVIN HARRIS,12,1,FEEL SO CLOSE,12,2011
LMFAO,13,1,PARTY ROCK ANTHEM,12,2011
EMELI SANDE,14,1,HEAVEN,12,2011
CHASE,15,15,FLASHING LIGHTS,12,2011
NADIA ALI,16,16,PRESSURE,12,2011
TINCHY STRYDER,17,5,OFF THE RECORD,12,2011
EXAMPLE,18,1,CHANGED THE WAY YOU KISS ME,12,2011
CALVIN HARRIS,19,2,BOUNCE,12,2011
EXAMPLE,20,1,STAY AWAKE,12,2011
COBRA STARSHIP,21,4,YOU MAKE ME FEEL,12,2011
CHRIS BROWN,22,2,BEAUTIFUL PEOPLE,12,2011
NERO,23,6,CRUSH ON YOU,12,2011
BENNY BENASSI,24,6,CINEMA,12,2011
DJ FRESH,25,1,LOUDER,12,2011
DAVID GUETTA,26,2,WHERE THEM GIRLS AT,12,2011
MODESTEP,27,9,TO THE STARS,12,2011
ALEXANDRA STAN,28,1,MR SAXOBEAT,12,2011
MARTIN SOLVEIG,29,2,HELLO,12,2011
NERO,30,1,PROMISES,12,2011
SKRILLEX,31,31,SCARY MONSTERS AND NICE SPRITES,12,2011
CHASE,32,1,BLIND FAITH,12,2011
SKREAM,33,10,ANTICIPATE,12,2011
NEW ORDER,34,2,BLUE MONDAY,12,2011
DAVID GUETTA,35,1,WHO'S THAT CHICK,12,2011
SNOOP DOGG,36,2,SWEAT,12,2011
DAVID GUETTA,37,2,LITTLE BAD GIRL,12,2011
DARUDE,38,1,SANDSTORM,12,2011
TATU,39,28,ALL THE THINGS SHE SAID,12,2011
MODESTEP,40,5,SUNLIGHT,12,2011
RIHANNA,1,1,WE FOUND LOVE,1,2012
LMFAO,2,2,SEXY AND I KNOW IT,1,2012
AVICII,3,1,LEVELS,1,2012
LMFAO,4,1,PARTY ROCK ANTHEM,1,2012
DAVID GUETTA,5,2,WITHOUT YOU,1,2012
EXAMPLE,6,5,MIDNIGHT RUN,1,2012
KELLY ROWLAND,7,3,DOWN FOR WHATEVER,1,2012
CALVIN HARRIS,8,1,FEEL SO CLOSE,1,2012
EXAMPLE,9,1,CHANGED THE WAY YOU KISS ME,1,2012
SAK NOEL,10,1,LOCA PEOPLE,1,2012
DJ FRESH,11,1,LOUDER,1,2012
ALEXANDRA STAN,12,8,GET BACK,1,2012
CHRIS BROWN,13,2,BEAUTIFUL PEOPLE,1,2012
EXAMPLE,14,1,STAY AWAKE,1,2012
NADIA ALI,15,15,RAPTURE,1,2012
CALVIN HARRIS,16,2,BOUNCE,1,2012
NERO,17,9,REACHING OUT,1,2012
BENNY BENASSI,18,6,CINEMA,1,2012
LUCENZO,19,4,DANZA KUDURO,1,2012
EMELI SANDE,20,1,HEAVEN,1,2012
DAVID GUETTA,21,2,WHERE THEM GIRLS AT,1,2012
SKRILLEX,22,22,SCARY MONSTERS AND NICE SPRITES,1,2012
NERO,23,1,PROMISES,1,2012
SNOOP DOGG,24,2,SWEAT,1,2012
CHASE,25,14,FLASHING LIGHTS,1,2012
FLUX PAVILION,26,7,SUPERBAD,1,2012
NERO,27,6,CRUSH ON YOU,1,2012
ALEXANDRA STAN,28,1,MR SAXOBEAT,1,2012
CHASE,29,1,BLIND FAITH,1,2012
RIHANNA,30,8,WHERE HAVE YOU BEEN,1,2012
YOLANDA BE COOL,31,1,WE NO SPEAK AMERICANO,1,2012
MARTIN SOLVEIG,32,2,HELLO,1,2012
DAVID GUETTA,33,4,TITANIUM,1,2012
AFROJACK,34,5,NO BEEF,1,2012
N-TRANCE,35,4,SET YOU FREE,1,2012
DAVID GUETTA,36,2,LITTLE BAD GIRL,1,2012
KNIFE PARTY,37,9,INTERNET FRIENDS,1,2012
SWEDISH HOUSE MAFIA,38,1,MIAMI 2 IBIZA,1,2012
DAVID GUETTA,39,1,WHEN LOVE TAKES OVER,1,2012
DAVID GUETTA,40,1,WHO'S THAT CHICK,1,2012
DAVID GUETTA,1,1,TITANIUM,2,2012
SWEDISH HOUSE MAFIA,2,2,ANTIDOTE,2,2012
AVICII,3,1,LEVELS,2,2012
REDLIGHT,4,4,GET OUT MY HEAD,2,2012
RIHANNA,5,1,WE FOUND LOVE,2,2012
LMFAO,6,2,SEXY AND I KNOW IT,2,2012
SKRILLEX,7,6,BREAKN' A SWEAT,2,2012
NADIA ALI,8,7,RAPTURE,2,2012
DAVID GUETTA,9,2,WITHOUT YOU,2,2012
LMFAO,10,1,PARTY ROCK ANTHEM,2,2012
EMELI SANDE,11,1,HEAVEN,2,2012
CHRIS BROWN,12,2,BEAUTIFUL PEOPLE,2,2012
BENNY BENASSI,13,6,CINEMA,2,2012
KNIFE PARTY,14,9,INTERNET FRIENDS,2,2012
KELLY ROWLAND,15,3,DOWN FOR WHATEVER,2,2012
TATU,16,16,ALL THE THINGS SHE SAID,2,2012
CALVIN HARRIS,17,2,BOUNCE,2,2012
KELLY ROWLAND,18,2,COMMANDER,2,2012
DJ FRESH,19,1,LOUDER,2,2012
DEADMAU5,20,1,I REMEMBER,2,2012
3 OF A KIND,21,3,BABY CAKES,2,2012
CALVIN HARRIS,22,1,FEEL SO CLOSE,2,2012
EXAMPLE,23,1,CHANGED THE WAY YOU KISS ME,2,2012
DAVID GUETTA,24,4,TURN ME ON,2,2012
YASMIN,25,10,LIGHT UP,2,2012
ALEXANDRA STAN,26,8,GET BACK,2,2012
SAK NOEL,27,1,LOCA PEOPLE,2,2012
CHEMICAL BROTHERS,28,1,HEY BOY HEY GIRL,2,2012
SKRILLEX,29,22,SCARY MONSTERS AND NICE SPRITES,2,2012
DAVID GUETTA,30,2,WHERE THEM GIRLS AT,2,2012
NERO,31,6,CRUSH ON YOU,2,2012
DAVID GUETTA,32,1,WHEN LOVE TAKES OVER,2,2012
MAGNETIC MAN,33,3,I NEED AIR,2,2012
SKRILLEX,34,33,BANGARANG,2,2012
LUCENZO,35,4,DANZA KUDURO,2,2012
